x,y
1,0.17104683804956963
2,0.1776847344264414
3,0.18066870545335312
4,0.19194965542796427
5,0.19821792487900528
6,0.20582261695057974
7,0.21259968491567094
8,0.22128015495316747
9,0.22547931887570374
10,0.23705084502767462
11,0.2480118255383999
12,0.2505678076193325
13,0.25553752665083673
14,0.2688320322771442
15,0.27059423514213565
16,0.2805179274786126
17,0.2877574859071907
18,0.29581923670713883
19,0.29947041473848895
20,0.30654440106014064
21,0.3213868653586425
22,0.324599017128776
23,0.3349727842836792
24,0.33304767255757955
25,0.3489453984931519
26,0.3466541579219013
27,0.35448208877774606
28,0.37185088318821025
29,0.378198515832836
30,0.38402000757183774
31,0.3866810611120625
32,0.39693555724090773
33,0.39814687743796773
34,0.41544120019368613
35,0.413735813270361
36,0.423664665248478
37,0.4413183612651251
38,0.4396856449205414
39,0.44754739584775066
40,0.44749967413722813
41,0.4570050408598859
42,0.46089080767853435
43,0.4680477408674055
44,0.4950185340552134
45,0.4869088573370031
46,0.4930869083293505
47,0.5157476893399663
48,0.5020006729914746
49,0.5176719899304021
50,0.5186417248251678
51,0.5244798885491107
52,0.5515284225857576
53,0.5609337972985654
54,0.5532953133660826
55,0.5652297018461224
56,0.5813016167935919
57,0.5676856821543123
58,0.5916120589993873
59,0.6035773398550592
60,0.5891387896089758
61,0.6050263473780421
62,0.6322605360864073
63,0.6164727380194316
64,0.6243812068613973
65,0.6381804536810205
66,0.6617361402760943
67,0.66249496291446
68,0.6904172212627258
69,0.674122064570596
70,0.698919497302639
71,0.7085059934500941
72,0.7250747510891865
73,0.7385481345334601
74,0.7451618222756201
75,0.726179510946942
76,0.7664739429518814
77,0.7523143148534576
78,0.7689023015395872
79,0.7833144180553102
80,0.8060516640190076
81,0.787885461137035
82,0.8267108637206562
83,0.8313230813110731
84,0.8425425563724105
85,0.8235891724656771
86,0.8456034788970839
87,0.8384371421977794
88,0.8662605106895472
89,0.8529490226031242
90,0.8886840434991827
91,0.8762870138143569
92,0.897860983761427
93,0.9125560699481883
94,0.9317365254454503
95,0.9092900836892885
96,0.9183440590451699
97,0.9355008759371024
98,0.9374752597488938
99,0.9515047486990267
100,0.9502068979738779
101,0.9966072191823073
102,1.0083031349005238
103,0.9903278743352291
104,1.015129404884799
105,0.995817992160068
106,1.0461895317993135
107,1.024607970000941
108,1.033187975899148
109,1.0671916637399288
110,1.0432218565753764
111,1.0466158758270665
112,1.0927362979496795
113,1.1005909357010206
114,1.1106142914352959
115,1.0933729184992855
116,1.1099658439475895
117,1.1214164038191539
118,1.110243077904041
119,1.123764481119529
120,1.1692125068828858
121,1.1913848733012873
122,1.1572883126783362
123,1.1780465084647862
124,1.1672346516226486
125,1.1817401576101403
126,1.23746360757047
127,1.2259672824423016
128,1.2245612446302871
129,1.2214369961916982
130,1.267778098689559
131,1.2490365781550155
132,1.2888730529348902
133,1.2754093472758379
134,1.2739225240185592
135,1.2954426736262992
136,1.3209245378008123
137,1.3079271927018703
138,1.353649795963876
139,1.3538013029623361
140,1.364877385338896
141,1.3592271070316235
142,1.335058566330081
143,1.3681940663177334
144,1.3832619849888927
145,1.3934204062147968
146,1.3894106358145366
147,1.4252761210010587
148,1.4467020336815979
149,1.4194174393335348
150,1.4000855377588215
151,1.4001929654950618
152,1.4074639578204298
153,1.4223332140000187
154,1.4145084402791477
155,1.4031898747040172
156,1.3763484608752672
157,1.3880956571769618
158,1.3743762067184557
159,1.3790639949398784
160,1.352567798716647
161,1.3373752737562346
162,1.3313206534881468
163,1.3281753506382898
164,1.3268004413274455
165,1.324183330282009
166,1.3425596425448114
167,1.3403827335260479
168,1.3099460652573232
169,1.3149125164486706
170,1.28423561532998
171,1.266225613845475
172,1.3114154782809455
173,1.2590263717787074
174,1.2894234797093205
175,1.2506881589891599
176,1.287417174951683
177,1.2700416439986963
178,1.2492274105925987
179,1.2588039078034465
180,1.2558044645689548
181,1.262117014134658
182,1.21394137764807
183,1.2476721159538753
184,1.2463117954108778
185,1.1980743616347413
186,1.2150771187406857
187,1.22612004353318
188,1.21538490862658
189,1.218101478065923
190,1.2341194705123386
191,1.2472784590767032
192,1.2196774549981322
193,1.2401436878913457
194,1.1959026270332818
195,1.1978069359233714
196,1.2107956412227159
