x,y
1,1.841654326904291
2,1.9486304657228417
3,1.7369050674683986
4,1.7338856460410665
5,1.8031943806872832
6,1.6921962062767903
7,1.684176394083768
8,1.9188831960910773
9,1.8523763255321268
10,1.8540658116321997
11,1.8088809695021881
12,1.7033363487265625
13,1.8830080497249302
14,1.8391049890175957
15,1.9306524555281028
16,1.9466870166156325
17,1.740224475122852
18,1.923259029187844
19,1.9016314864789567
20,1.8109409898419617
21,1.849680864973084
22,1.82920144749988
23,1.818315982777208
24,1.7152197451640592
25,1.6926861288807702
26,1.7058420487781056
27,1.8500796258787218
28,1.8379398945373107
29,1.832548093196346
30,1.7425127126881976
31,1.8489696577055001
32,1.7779736215009754
33,1.9626547522800784
34,1.8097255002372998
35,1.8935162273869668
36,1.78364176953907
37,1.8118849548196798
38,1.8005839594884776
39,1.894480953465532
40,1.8582968752067337
41,1.8552878494058338
42,1.7372504877280577
43,1.840691581856536
44,1.7606013822528876
45,1.8405140379667277
46,1.8359832388615427
47,1.8451739734526769
48,1.7130785668845459
49,1.8203490988608775
50,1.810960883818831
51,1.8840497231488995
52,1.7408160959533043
53,1.8964195902074013
54,1.9648814452811698
55,1.7813432272310452
56,1.7739671237358565
57,1.80547063597044
58,1.9046921689897736
59,1.8383723032421866
60,1.9104315751708039
61,1.856915267569899
62,1.8241779338467718
63,1.7112337547656893
64,1.7602813226518044
65,1.8839076568721775
66,1.7761293371467404
67,1.7228495977360663
68,1.6604970982294758
69,1.720312600623
70,1.6266850808225133
71,1.7574548605141496
72,1.7360696940329403
73,1.6593588289060484
74,1.680559259126824
75,1.5506037156786487
76,1.5907595732615574
77,1.5952774613498066
78,1.624740376195423
79,1.585706303673379
80,1.6771501818763503
81,1.6623511453610997
82,1.5295952485429207
83,1.6133654675053368
84,1.615763113067901
85,1.4943319318493895
86,1.619869052876622
87,1.464515123012732
88,1.5167665979117189
89,1.4133710281946148
90,1.4103835493505132
91,1.478721431246053
92,1.437457635370714
93,1.398933644796662
94,1.4171468873763604
95,1.4016353515986877
96,1.3551145365730246
97,1.2957179741362128
98,1.2435061435655719
99,1.1659801416793218
100,1.171941310502963
101,1.214999070694891
102,1.2130810841555049
103,1.1013863785650038
104,1.1270336628028133
105,1.0348277016362832
106,0.9790011519475007
107,1.0127595018555138
108,1.0170029433734407
109,0.9657679411736501
110,0.8938287623914501
111,0.9155608712627967
112,0.925113446363182
113,0.8367001778202422
114,0.9031052171568944
115,0.8234157083475363
116,0.8670636615367224
117,0.8497415899549599
118,0.7804857305752622
119,0.7620873531361859
120,0.7246978133908355
121,0.7224250401947488
122,0.707628073352022
123,0.8008661706175729
124,0.727928002607655
125,0.7273966201725932
126,0.8127232884173436
127,0.7827532751801755
128,0.7230317678303035
129,0.7479191306945867
130,0.8148872233151085
131,0.8144029031217184
132,0.770906939423354
133,0.7347556820485048
134,0.818478590679897
135,0.8084881658579571
136,0.795487365942947
137,0.7778063040015362
138,0.7839392599970937
139,0.8293319701689649
140,0.8297686198965347
141,0.8608560077591677
142,0.7582518105490585
143,0.7536728084264057
144,0.7902690320212858
145,0.7887983394136379
146,0.8795729504853842
147,0.8102124350820813
148,0.8575548450745923
149,0.8063739713047171
150,0.7831518591213437
151,0.8617075013786019
152,0.8297436627673461
153,0.7964037775394017
154,0.81596622611026
155,0.8244927480524115
156,0.732548974698238
157,0.7900584063203788
158,0.7184910716464229
159,0.7967422515059085
160,0.7262413409445786
161,0.7071503634278281
162,0.709600270986164
163,0.7731340834150091
164,0.7032599299704387
165,0.7364222187088827
166,0.7033975660070908
167,0.6736911828495276
168,0.6999202075378546
169,0.6772846397995869
170,0.7026043766907839
171,0.672903459920643
172,0.6677362028922799
173,0.6834238861226473
174,0.699690597101065
175,0.6944976458699366
176,0.6127920691288858
177,0.6684643412003607
178,0.6238111654760733
179,0.650023114289313
180,0.6360812855365935
181,0.6327076107852988
182,0.6140844703814727
183,0.6566177666945846
184,0.6150845907820662
185,0.6191694786319656
186,0.5857692831926152
187,0.6182621268188311
188,0.6129819801194208
189,0.6423756896214694
190,0.6490023081922758
191,0.5977397811700931
192,0.6272101963469306
193,0.5875247612227436
194,0.6556476087227006
195,0.6165705481916852
196,0.65096114344446
197,0.6086484698885264
198,0.5947773399521725
199,0.5831271655129271
200,0.5739535030835409
201,0.6048546650954998
202,0.5598063205433754
203,0.6341355858082144
204,0.6042165253352886
205,0.5910051905283941
206,0.6344523306083926
207,0.6125992629496337
208,0.5710228909273931
209,0.63505905583601
210,0.5923880871355356
211,0.5793013733751539
212,0.6127038770194979
213,0.5829474038731437
214,0.5937630799265731
215,0.5970560781407193
216,0.6003957767400248
217,0.6136248370061373
218,0.6460137842357114
219,0.6142823164323992
220,0.6703201741632993
221,0.6736612432612005
222,0.6289984041474986
223,0.6725773977761699
224,0.6453683468695262
225,0.6212530142356376
226,0.6114712113019588
227,0.7043384359404888
228,0.6259229014588022
229,0.6745688473442185
230,0.6336956655232712
231,0.654504283912683
232,0.6443392667527962
233,0.6839268534277343
234,0.6334701200205474
235,0.6881194868103216
236,0.7430831697270472
237,0.6540816129995828
238,0.6987425359340413
239,0.6537626618092781
240,0.6972314458968512
241,0.6735803916552406
242,0.7113064764395344
243,0.6954951418927771
244,0.7371633843804823
245,0.6942942774893345
246,0.7521738897124037
247,0.7450074854632638
248,0.7923582974573288
249,0.7745403018376865
250,0.8128012292794197
251,0.7786175118785174
252,0.7583820885831134
253,0.8256833098862657
254,0.7955915587373819
255,0.7371246666794626
256,0.7793647467662157
257,0.7574717226309833
258,0.8413142642094857
259,0.7989591929098526
260,0.8605869522727313
261,0.8669829909999516
262,0.8616214552936671
263,0.7850228041941767
264,0.8901030505197718
265,0.8724951889433303
266,0.8216720552193822
267,0.8430929554526534
268,0.8086858837310469
269,0.8493060855096477
270,0.9354174601306813
271,0.9274759557235842
272,0.9444244164989312
273,0.9378763015834176
274,0.8669975715171483
275,0.8856223128203587
276,0.9472679365019229
277,0.9044548525133407
278,0.9954080834362593
279,1.0569663698149943
280,1.0816775027404752
281,0.9639701917457576
282,1.0087765674820819
283,1.0148164893756029
284,1.0477195876059648
285,1.029033061846676
286,1.1353553568122126
287,1.1900786206824996
288,1.1371235738701502
289,1.1419926140691683
290,1.1285186094853752
291,1.241347866607184
292,1.224457964405934
293,1.1664869786078262
294,1.2348431358528784
295,1.3487274537306315
296,1.1971578729913692
297,1.3722236239717633
298,1.3868194875737263
299,1.2735688391271711
300,1.2810562186351266
301,1.3568281927437058
302,1.3130405002503691
303,1.4343617949967444
304,1.3792895537444785
305,1.442376748782453
306,1.272330009750839
307,1.2844742983124717
308,1.4116490016103884
309,1.3900775104252534
310,1.4744402645120624
311,1.4198069732902514
312,1.371079720003845
313,1.4225059826282958
314,1.3577357772825305
315,1.3413663819624133
316,1.3268261098413912
317,1.373607934601117
318,1.331939588046639
319,1.516347872368785
320,1.3279123506916288
321,1.5128209885289665
322,1.512985004953023
323,1.4844663353314682
324,1.416379945650127
325,1.5406034054322186
326,1.555070131218904
327,1.419221573004095
328,1.4972238269056182
329,1.3805563034696058
330,1.541648955916462
331,1.415463353006941
332,1.6193945108207366
333,1.4415133862285376
334,1.5704918504183527
335,1.663537726984392
336,1.6454579811876044
337,1.7622841989154712
338,1.6000958802873213
339,1.7153516916334186
340,1.7682531476772045
341,1.6403582073631295
342,1.7088587461831355
343,1.6937711412772194
344,1.944021845095719
345,1.9742533255575132
346,1.727419434692473
347,1.7951148005594426
348,2.000217366645321
349,1.8475387877660012
350,1.93604816153941
351,2.0057317482770936
352,2.0884481502954593
353,2.128819524204958
354,2.1369926671966604
355,1.9906165804617066
356,2.048730568434716
357,2.119357600874322
358,2.274449715104583
359,2.199706919121368
360,2.3740493270554075
361,2.2645142118975974
362,2.1465481087020963
363,2.36275310220919
364,2.1957848014420676
365,2.5042544712244093
